Rank,Name,Position,Team,Final_Score,Edge_Score,Hidden_Score,Live_Injury_Status,Top_Factor_1
1,Jahmyr Gibbs,RB,DET,7.620786442170694,55.4045978644831,72.68236294641257,Healthy,"Jahmyr Gibbs: score driven by RB role BELLCOW (carry share 60%); also age cliff none (age 23, 0%)"
2,Puka Nacua,WR,LA,7.4768243000399455,75.51915891390486,72.86775527260662,Healthy,Puka Nacua: score driven by BLANKET third-down role (32% of team targets); also YPRR 9.84 (p83 at WR)
3,Jonathan Taylor,RB,IND,7.449170749554371,60.18858819110811,71.24983764119295,Healthy,"Jonathan Taylor: score driven by RB role BELLCOW (carry share 87%); also age cliff none (age 27, 0%)"
4,Bijan Robinson,RB,ATL,6.7508214290524915,44.81891121279908,75.86335584766888,Healthy,"Bijan Robinson: score driven by RB role BELLCOW (carry share 65%); also age cliff none (age 24, 0%)"
5,Ja'Marr Chase,WR,CIN,5.93739300614606,56.52303146683997,64.31827592786948,Questionable,Ja'Marr Chase: score driven by BLANKET third-down role (31% of team targets); also garbage-time inflation 45%
6,Kyren Williams,RB,LA,5.903541656168548,65.8724091142924,71.86554638187764,Questionable,"Kyren Williams: score driven by RB role BELLCOW (carry share 63%); also age cliff none (age 25, 0%)"
7,Josh Allen,QB,BUF,5.890651101495573,73.3778666364539,56.03508771929825,Healthy,Josh Allen: score driven by stable coaching context; also team win total 12
8,De'Von Achane,RB,MIA,5.791902236891879,46.82204018624791,68.86826002756749,Doubtful,"De'Von Achane: score driven by RB role BELLCOW (carry share 63%); also age cliff none (age 24, 0%)"
9,James Cook,RB,BUF,5.342136378251492,64.27318804955229,70.94857647898677,Healthy,"James Cook: score driven by RB role BELLCOW (carry share 76%); also age cliff none (age 26, 0%)"
10,Amon-Ra St. Brown,WR,DET,5.323897109021029,60.52707128647988,66.76544522741833,Questionable,Amon-Ra St. Brown: score driven by BLANKET third-down role (37% of team targets); also garbage-time inflation 43%
11,CeeDee Lamb,WR,DAL,4.244763273777565,61.10837297636755,57.398159541265315,Healthy,CeeDee Lamb: score driven by YPRR 9.21 (p81 at WR); also stable coaching context
12,Trey McBride,TE,ARI,3.8562089644757345,52.91906307965338,58.20849881070102,Healthy,Trey McBride: score driven by YPRR 7.29 (p70 at TE); also stable coaching context
13,Christian McCaffrey,RB,SF,3.76908190474691,64.3032225118323,72.67218792088545,Healthy,Christian McCaffrey: score driven by RB role BELLCOW (carry share 76%); also RB committee risk LOW (HHI 0.63)
14,Ashton Jeanty,RB,LV,3.6517804075714118,51.06550768788994,71.13089659146047,Healthy,"Ashton Jeanty: score driven by RB role BELLCOW (carry share 87%); also age cliff none (age 22, 0%)"
15,Jaxon Smith-Njigba,WR,SEA,3.5055862679859544,60.86010500030787,69.0049579024435,Healthy,Jaxon Smith-Njigba: score driven by BLANKET third-down role (31% of team targets); also YPRR 10.54 (p87 at WR)
16,Cam Skattebo,RB,NYG,3.468968349543985,36.00661641206056,57.226038852635604,Healthy,"Cam Skattebo: score driven by age cliff none (age 24, 0%); also third-down target share 5%"
17,Saquon Barkley,RB,PHI,3.306932306542075,51.322887191460424,69.52114669373017,Healthy,Saquon Barkley: score driven by RB role BELLCOW (carry share 78%); also RB committee risk LOW (HHI 0.63)
18,Josh Jacobs,RB,GB,3.29716322543778,56.76706149649731,64.30035537072511,Healthy,"Josh Jacobs: score driven by RB role BELLCOW (carry share 62%); also age cliff AGE_CLIFF (age 28, -5%)"
19,Nico Collins,WR,HOU,2.9084790801330325,43.60233301805447,61.811256656366034,Out,Nico Collins: score driven by +5% script boost (12-win team); also YPRR 8.89 (p76 at WR)
20,Kenneth Walker III,RB,SEA,2.8323792217203803,55.481140961658475,58.015702398018064,Healthy,"Kenneth Walker III: score driven by age cliff none (age 25, 0%); also +3% script boost (14-win team)"
21,George Kittle,TE,SF,2.713117958024484,50.63876279229568,59.138473217648205,Healthy,George Kittle: score driven by YPRR 8.93 (p91 at TE); also garbage-time inflation 74%
22,Brock Bowers,TE,LV,2.6846882688925406,34.188877875379326,59.29923122412774,Healthy,Brock Bowers: score driven by YPRR 7.82 (p75 at TE); also target share trend ASCENDING
23,George Pickens,WR,DAL,2.4843584160109327,65.84135001734647,63.88130702545984,Healthy,George Pickens: score driven by YPRR 10.36 (p86 at WR); also garbage-time inflation 42%
24,Derrick Henry,RB,BAL,2.4674321581721728,55.7921850300073,60.09638439897597,Healthy,Derrick Henry: score driven by RB role BELLCOW (carry share 78%); also RB committee risk LOW (HHI 0.64)
25,Drake London,WR,ATL,2.4128036552565177,44.8568604363772,59.24419372686327,Questionable,Drake London: score driven by garbage-time inflation 31%; also stable coaching context
26,Tee Higgins,WR,CIN,2.32732880401157,51.71247024458884,60.20481827589452,Questionable,Tee Higgins: score driven by YPRR 8.55 (p71 at WR); also stable coaching context
27,Breece Hall,RB,NYJ,2.210447187435104,32.21040661144373,68.78792866524878,Out,"Breece Hall: score driven by RB role BELLCOW (carry share 73%); also age cliff none (age 24, 0%)"
28,Chase Brown,RB,CIN,2.203276112495411,51.51628386932184,69.86163512128242,Healthy,"Chase Brown: score driven by RB role BELLCOW (carry share 70%); also age cliff none (age 25, 0%)"
29,A.J. Brown,WR,PHI,2.1892755693001966,51.881555728039345,71.48659050599024,Healthy,A.J. Brown: score driven by garbage-time inflation 34%; also BLANKET third-down role (27% of team targets)
30,Justin Jefferson,WR,MIN,2.156270775492805,41.424940084697575,63.63632126841768,Healthy,Justin Jefferson: score driven by BLANKET third-down role (32% of team targets); also garbage-time inflation 44%
31,Jalen Hurts,QB,PHI,2.086557173240619,61.56109194753476,54.74401913875599,Healthy,Jalen Hurts: score driven by stable coaching context; also garbage-time inflation 46%
32,Davante Adams,WR,LA,2.055189220616704,72.1279056059969,58.558567845444095,Healthy,Davante Adams: score driven by +5% script boost (12-win team); also stable coaching context
33,Travis Etienne,RB,JAX,1.996889652136705,47.53610404949654,71.91070187645595,Healthy,"Travis Etienne: score driven by RB role BELLCOW (carry share 69%); also age cliff none (age 27, 0%)"
34,D'Andre Swift,RB,CHI,1.882756557233277,41.570288951725914,68.48466174269156,Questionable,"D'Andre Swift: score driven by RB role BELLCOW (carry share 56%); also age cliff none (age 27, 0%)"
35,Javonte Williams,RB,DAL,1.703531657015981,63.21901542184745,66.29302576796823,Out,"Javonte Williams: score driven by RB role BELLCOW (carry share 66%); also age cliff none (age 25, 0%)"
36,Patrick Mahomes,QB,KC,1.6452922465817057,67.50187278506971,52.7154413525629,Healthy,Patrick Mahomes: score driven by stable coaching context; also third-down target share 1%
37,Lamar Jackson,QB,BAL,1.6151945823388143,53.72853198856429,53.930871956009426,Healthy,Lamar Jackson: score driven by stable coaching context; also garbage-time inflation 43%
38,Rashee Rice,WR,KC,1.5930018377581625,40.76087350702697,57.177944966702924,Healthy,Rashee Rice: score driven by garbage-time inflation 32%; also target share trend ASCENDING
39,Omarion Hampton,RB,LAC,1.4799317746201694,37.28903135538937,61.10928746564986,Questionable,"Omarion Hampton: score driven by age cliff none (age 22, 0%); also third-down target share 3%"
40,J.Mixon,RB,HOU,1.4307413295887965,31.71070321818977,55.50485436893204,Healthy,Joe Mixon: score driven by +3% script boost (12-win team); also stable coaching context
41,Jaxson Dart,QB,NYG,1.3538470312241113,67.45866298072812,53.20746634026928,Healthy,Jaxson Dart: score driven by stable coaching context; also garbage-time inflation 45%
42,Bucky Irving,RB,TB,1.3196683501888238,38.516776922675724,56.30090875054551,Healthy,"Bucky Irving: score driven by age cliff none (age 23, 0%); also third-down target share 1%"
43,Zay Flowers,WR,BAL,1.3035633184701396,57.09257823990189,67.00232143668894,Healthy,Zay Flowers: score driven by YPRR 10.18 (p85 at WR); also BLANKET third-down role (29% of team targets)
44,Travis Kelce,TE,KC,1.3002733251182237,51.49113119440689,63.86135054346777,Healthy,Travis Kelce: score driven by garbage-time inflation 29%; also YPRR 7.81 (p73 at TE)
45,Chris Olave,WR,NO,1.2960745624548355,44.11730068710333,62.12132972494359,Out,Chris Olave: score driven by BLANKET third-down role (31% of team targets); also garbage-time inflation 46%
46,Drake Maye,QB,NE,1.145632676245155,80.30576503024442,52.02385768754521,Healthy,Drake Maye: score driven by garbage-time inflation 54%; also stable coaching context
47,Courtland Sutton,WR,DEN,0.9205797093914008,52.57770356324005,67.93223384774475,Healthy,Courtland Sutton: score driven by BLANKET third-down role (28% of team targets); also garbage-time inflation 34%
48,Quinshon Judkins,RB,CLE,0.8634853452192974,38.894635793565364,68.04868864552844,Questionable,"Quinshon Judkins: score driven by RB role BELLCOW (carry share 65%); also age cliff none (age 22, 0%)"
49,RJ Harvey,RB,DEN,0.8423334146242425,55.13571694973197,60.78684787961606,Healthy,"RJ Harvey: score driven by age cliff none (age 25, 0%); also +3% script boost (14-win team)"
50,DK Metcalf,WR,PIT,0.7991998312225768,51.17420351310591,65.9036636925963,Healthy,DK Metcalf: score driven by garbage-time inflation 29%; also +5% script boost (10-win team)
51,Dallas Goedert,TE,PHI,0.7775860697206953,43.29063043883147,59.53707483271943,Healthy,Dallas Goedert: score driven by +5% script boost (11-win team); also garbage-time inflation 34%
52,DeVonta Smith,WR,PHI,0.7012487435796668,49.21633985472661,70.25251589585704,Healthy,DeVonta Smith: score driven by garbage-time inflation 30%; also BLANKET third-down role (32% of team targets)
53,T.Dell,WR,HOU,0.6211888028734514,31.524030330211502,53.1,Healthy,Tank Dell: score driven by +5% script boost (12-win team); also no third-down target role
54,Tetairoa McMillan,WR,CAR,0.6124634164663245,49.883527600663285,65.32863251582486,Questionable,Tetairoa McMillan: score driven by BLANKET third-down role (32% of team targets); also garbage-time inflation 43%
55,Harold Fannin Jr.,TE,CLE,0.5212559107939887,28.0367347466359,54.567189226321666,Out,Harold Fannin Jr.: score driven by stable coaching context; also YPRR 6.77 (p58 at TE)
56,Tyler Warren,TE,IND,0.5021294998831403,53.70635915237184,60.04112903225807,Questionable,Tyler Warren: score driven by garbage-time inflation 38%; also YPRR 7.17 (p69 at TE)
57,DJ Moore,WR,CHI,0.4874605960455778,39.10920288905822,61.86369228608492,Healthy,DJ Moore: score driven by garbage-time inflation 32%; also +5% script boost (11-win team)
58,J.K. Dobbins,RB,DEN,0.4413817140094043,36.692179920679415,57.331189741805,Out,"J.K. Dobbins: score driven by age cliff none (age 27, 0%); also third-down target share 1%"
59,Rhamondre Stevenson,RB,NE,0.4405315357834141,52.41513165188631,59.54937753111346,Questionable,"Rhamondre Stevenson: score driven by age cliff AGE_CLIFF (age 28, -5%); also +3% script boost (14-win team)"
60,Jameson Williams,WR,DET,0.4334396566092238,51.80283968474828,64.82515334911479,Healthy,Jameson Williams: score driven by YPRR 10.87 (p89 at WR); also target share trend ASCENDING
61,Malik Nabers,WR,NYG,0.40896231521473325,25.069913070086784,49.52300563060576,Healthy,Malik Nabers: score driven by third-down target share 4%; also stable coaching context
62,Colston Loveland,TE,CHI,0.39638022912485393,41.9633803321139,63.279832706803916,Questionable,Colston Loveland: score driven by YPRR 8.31 (p82 at TE); also +5% script boost (11-win team)
63,Ladd McConkey,WR,LAC,0.3632925158835949,36.777789616780346,59.20883802600161,Healthy,Ladd McConkey: score driven by garbage-time inflation 35%; also +5% script boost (11-win team)
64,Dak Prescott,QB,DAL,0.3136231734573549,68.56601375216219,49.12413108242304,Healthy,Dak Prescott: score driven by garbage-time inflation 66%; also stable coaching context
65,Bo Nix,QB,DEN,0.26710878610622224,57.843037286298184,54.782902550318795,Out,Bo Nix: score driven by garbage-time inflation 52%; also stable coaching context
66,Brian Thomas Jr.,WR,JAX,0.2657857721958834,43.39118017581768,58.847263216513106,Healthy,Brian Thomas Jr.: score driven by +5% script boost (13-win team); also stable coaching context
67,Darren Waller,TE,MIA,0.24532307137156728,37.872847794615055,55.85038402457757,Healthy,Darren Waller: score driven by third-down target share 7%; also YPRR 8.09 (p79 at TE)
68,Deebo Samuel Sr.,WR,WAS,0.1271155704448983,42.95007432223692,53.98899375008639,Questionable,Deebo Samuel Sr.: score driven by garbage-time inflation 45%; also stable coaching context
69,Justin Herbert,QB,LAC,0.09956166300884028,65.15716453523575,53.71052631578948,Healthy,Justin Herbert: score driven by garbage-time inflation 50%; also stable coaching context
70,Baker Mayfield,QB,TB,0.08490429436057134,59.951008987296085,54.26315789473684,Healthy,Baker Mayfield: score driven by stable coaching context; also garbage-time inflation 40%
71,Jaylen Warren,RB,PIT,0.05811213737718113,45.57630402514729,69.47361962844408,Healthy,"Jaylen Warren: score driven by RB role BELLCOW (carry share 60%); also age cliff none (age 27, 0%)"
72,Chuba Hubbard,RB,CAR,0.04830641124203261,31.783271965874448,56.299603648788356,Healthy,"Chuba Hubbard: score driven by age cliff none (age 26, 0%); also third-down target share 8%"
73,Michael Pittman,WR,IND,-0.001955706647896349,56.59213121482964,51.62893091881763,Healthy,Michael Pittman: score driven by stable coaching context; also target share trend DESCENDING
74,Tucker Kraft,TE,GB,-0.05080877259865524,38.134590462305106,59.364676061434515,Healthy,Tucker Kraft: score driven by YPRR 11.11 (p98 at TE); also third-down target share 10%
75,TreVeyon Henderson,RB,NE,-0.06607303280563848,51.09758702351039,58.50738644746011,Healthy,"TreVeyon Henderson: score driven by age cliff none (age 23, 0%); also +3% script boost (14-win team)"
76,Jaylen Waddle,WR,MIA,-0.09587930566296698,48.478266098990126,60.72385254550251,Questionable,Jaylen Waddle: score driven by YPRR 9.10 (p78 at WR); also garbage-time inflation 49%
77,Terry McLaurin,WR,WAS,-0.10751859721837853,38.301746910746004,59.52641805226072,Healthy,Terry McLaurin: score driven by YPRR 9.70 (p83 at WR); also target share trend ASCENDING
78,Brock Purdy,QB,SF,-0.15024469572089316,68.07486144332783,53.870100783874584,Healthy,Brock Purdy: score driven by garbage-time inflation 53%; also stable coaching context
79,David Montgomery,RB,DET,-0.1829239707719843,47.66546228724726,56.49449260127773,Questionable,David Montgomery: score driven by RB committee risk LOW (HHI 0.51); also third-down target share 4%
80,Emeka Egbuka,WR,TB,-0.18754773311153627,54.332755556080144,58.813727940894445,Healthy,Emeka Egbuka: score driven by garbage-time inflation 40%; also stable coaching context
81,Dalton Kincaid,TE,BUF,-0.27143385554559796,55.54048134451716,61.402492419495566,Healthy,Dalton Kincaid: score driven by YPRR 11.18 (p99 at TE); also +5% script boost (12-win team)
82,Rachaad White,RB,TB,-0.2979530808250068,44.27980680393233,58.28656072837606,Healthy,"Rachaad White: score driven by age cliff none (age 27, 0%); also stable coaching context"
83,Jared Goff,QB,DET,-0.3013300477547354,52.51725335958376,52.5595567867036,Healthy,Jared Goff: score driven by garbage-time inflation 53%; also stable coaching context
84,Stefon Diggs,WR,NE,-0.30834479472134646,53.39506547915177,64.3886194201314,Healthy,Stefon Diggs: score driven by YPRR 9.20 (p80 at WR); also garbage-time inflation 40%
85,Sam LaPorta,TE,DET,-0.3194606723521636,31.525668454520584,54.977080946792654,Out,Sam LaPorta: score driven by YPRR 9.98 (p96 at TE); also third-down target share 10%
86,Kyle Pitts,TE,ATL,-0.32649712387147023,41.657098715201855,70.70892848735134,Questionable,Kyle Pitts: score driven by garbage-time inflation 28%; also BLANKET third-down role (29% of team targets)
87,Jordan Addison,WR,MIN,-0.3963185435454655,37.322130512699644,51.864191282890836,Healthy,Jordan Addison: score driven by stable coaching context; also third-down target share 12%
88,Jake Ferguson,TE,DAL,-0.40041097391963554,51.19121892646027,52.27719996368698,Healthy,Jake Ferguson: score driven by garbage-time inflation 39%; also stable coaching context
89,Trevor Lawrence,QB,JAX,-0.4318660237423799,52.35836445626206,55.97161442933176,Healthy,Trevor Lawrence: score driven by stable coaching context; also team win total 13
90,Mark Andrews,TE,BAL,-0.46055967266101394,46.91571154125126,58.59679081812981,Healthy,Mark Andrews: score driven by target share trend ASCENDING; also stable coaching context
91,Jake Tonges,TE,SF,-0.46425719344950256,48.26925633895931,61.1534551362007,Healthy,Jake Tonges: score driven by +5% script boost (12-win team); also third-down target share 10%
92,Jauan Jennings,WR,SF,-0.4707565645154812,59.690067574154455,56.90327127296322,Healthy,Jauan Jennings: score driven by +5% script boost (12-win team); also stable coaching context
93,B.Aiyuk,WR,SF,-0.48381119712655085,50.032351105431374,53.7,Healthy,Brandon Aiyuk: score driven by +5% script boost (12-win team); also no third-down target role
94,Tyrone Tracy Jr.,RB,NYG,-0.5104309734075443,34.07633807066587,57.84442632793937,Healthy,"Tyrone Tracy Jr.: score driven by age cliff none (age 26, 0%); also stable coaching context"
95,Hunter Henry,TE,NE,-0.5217649046740878,52.321171692164874,64.907964443534,Healthy,Hunter Henry: score driven by YPRR 8.54 (p85 at TE); also +5% script boost (14-win team)
96,Alec Pierce,WR,IND,-0.5623619282026198,59.52980122758877,56.53428940267506,Healthy,Alec Pierce: score driven by YPRR 11.94 (p94 at WR); also stable coaching context
97,Jakobi Meyers,WR,JAX,-0.5640828179649233,25.798528311795724,51.97992791483677,Healthy,Jakobi Meyers: score driven by stable coaching context; also third-down target share 13%
98,Romeo Doubs,WR,GB,-0.6383639146979734,57.01856224070835,60.9704856370295,Healthy,Romeo Doubs: score driven by garbage-time inflation 32%; also YPRR 8.74 (p74 at WR)
99,Zach Charbonnet,RB,SEA,-0.6601964798737798,50.747220027221225,56.35871651964087,Questionable,"Zach Charbonnet: score driven by age cliff none (age 25, 0%); also third-down target share 3%"
100,Z.Moss,RB,CIN,-0.6857586704112011,50.0,,Healthy,
101,Marvin Harrison Jr.,WR,ARI,-0.6865153979831042,44.63733767846264,50.583246993339685,Healthy,Marvin Harrison Jr.: score driven by stable coaching context; also third-down target share 13%
102,Garrett Wilson,WR,NYJ,-0.7173734544178743,23.412065450785487,51.28155349941313,Out,Garrett Wilson: score driven by stable coaching context; also third-down target share 13%
103,Keenan Allen,WR,LAC,-0.7869133157230044,37.69001374427191,63.766763978896876,Healthy,Keenan Allen: score driven by BLANKET third-down role (34% of team targets); also +5% script boost (11-win team)
104,Tyreek Hill,WR,MIA,-0.8004651775510743,30.82277227031369,52.41279904570457,Healthy,Tyreek Hill: score driven by YPRR 9.14 (p79 at WR); also third-down target share 9%
105,Zach Ertz,TE,WAS,-0.8018883913478607,41.58028047146202,56.055688604951015,Healthy,Zach Ertz: score driven by stable coaching context; also YPRR 6.90 (p60 at TE)
106,Wan'Dale Robinson,WR,NYG,-0.8025156020814563,40.105486158291164,64.5999035470448,Out,Wan'Dale Robinson: score driven by BLANKET third-down role (31% of team targets); also garbage-time inflation 45%
107,James Conner,RB,ARI,-0.8356539579545075,29.97605398819146,41.46004284259986,Healthy,"James Conner: score driven by RB committee risk HIGH (HHI 0.22); also age cliff AVOID (age 30, -35%)"
108,Tony Pollard,RB,TEN,-0.877111138130104,29.64428379291978,64.1276323780525,Healthy,Tony Pollard: score driven by RB role BELLCOW (carry share 74%); also RB committee risk LOW (HHI 0.59)
109,Rico Dowdle,RB,CAR,-0.8806147062812197,34.428352022173115,65.26671623562564,Healthy,"Rico Dowdle: score driven by RB role BELLCOW (carry share 59%); also age cliff AGE_CLIFF (age 27, -5%)"
110,Jordan Love,QB,GB,-0.9412847957882793,63.0560352059388,51.766447368421055,Healthy,Jordan Love: score driven by garbage-time inflation 56%; also stable coaching context
111,Juwan Johnson,TE,NO,-1.0009875299036501,34.01730674311772,58.432795880680786,Healthy,Juwan Johnson: score driven by YPRR 8.72 (p87 at TE); also stable coaching context
112,Quentin Johnston,WR,LAC,-1.0258429166886174,35.22228172706242,58.5383940918532,Questionable,Quentin Johnston: score driven by +5% script boost (11-win team); also garbage-time inflation 37%
113,David Njoku,TE,CLE,-1.0703310925107186,19.847343786317534,48.12980414746544,Out,David Njoku: score driven by third-down target share 10%; also stable coaching context
114,Christian Watson,WR,GB,-1.087189382401717,47.68610865466637,63.36216067128071,Questionable,Christian Watson: score driven by YPRR 10.44 (p87 at WR); also target share trend ASCENDING
115,Caleb Williams,QB,CHI,-1.1248280506260055,42.207553606486826,55.34629186602871,Healthy,Caleb Williams: score driven by stable coaching context; also garbage-time inflation 42%
116,Michael Wilson,WR,ARI,-1.1281573210404323,51.43455711795947,59.96256719941327,Healthy,Michael Wilson: score driven by BLANKET third-down role (27% of team targets); also target share trend ASCENDING
117,Mike Evans,WR,TB,-1.1306469769811107,37.66094007597798,53.71353066557805,Healthy,Mike Evans: score driven by garbage-time inflation 21%; also third-down target share 10%
118,Khalil Shakir,WR,BUF,-1.1307515146340226,55.97474092672691,66.03049213863817,Healthy,Khalil Shakir: score driven by garbage-time inflation 35%; also +5% script boost (12-win team)
119,Rome Odunze,WR,CHI,-1.1590130584571678,43.25514844042468,59.500651222058565,Questionable,Rome Odunze: score driven by garbage-time inflation 31%; also +5% script boost (11-win team)
120,Rashid Shaheed,WR,NO,-1.179689651860075,45.492159740519256,48.61084538294469,Healthy,Rashid Shaheed: score driven by garbage-time inflation 79%; also +5% script boost (14-win team)
121,Chris Godwin Jr.,WR,TB,-1.1943713549853756,33.58310347274159,49.38256016578947,Healthy,Chris Godwin Jr.: score driven by stable coaching context; also third-down target share 13%
122,Woody Marks,RB,HOU,-1.2082976801244332,39.287688357985644,58.35351836165079,Healthy,"Woody Marks: score driven by age cliff none (age 25, 0%); also third-down target share 6%"
123,T.J. Hockenson,TE,MIN,-1.217124816130931,28.114843219882918,51.587527684159845,Out,T.J. Hockenson: score driven by third-down target share 12%; also stable coaching context
124,Matthew Stafford,QB,LA,-1.2620691473156764,64.81475571511096,52.1780185758514,Healthy,Matthew Stafford: score driven by garbage-time inflation 62%; also stable coaching context
125,Dalton Schultz,TE,HOU,-1.3559359556774995,33.86696746510287,62.22475752885285,Healthy,Dalton Schultz: score driven by +5% script boost (12-win team); also YPRR 7.40 (p71 at TE)
126,Bam Knight,RB,ARI,-1.3656810842900597,40.23589932940568,49.23171984913129,Questionable,"Bam Knight: score driven by age cliff none (age 24, 0%); also RB committee risk HIGH (HHI 0.22)"
127,Oronde Gadsden II,TE,LAC,-1.3923143532301614,31.397272326383224,62.57891365216726,Healthy,Oronde Gadsden II: score driven by YPRR 9.64 (p94 at TE); also +5% script boost (11-win team)
128,Jacory Croskey-Merritt,RB,WAS,-1.4295222284343536,43.34616553028579,58.23881609858992,Healthy,"Jacory Croskey-Merritt: score driven by age cliff none (age 24, 0%); also stable coaching context"
129,Tyler Higbee,TE,LA,-1.4478117670690853,50.580098083868776,57.90494513166771,Healthy,Tyler Higbee: score driven by YPRR 8.69 (p85 at TE); also third-down target share 8%
130,Xavier Worthy,WR,KC,-1.451484228131065,49.2930153875552,53.75305852196433,Doubtful,Xavier Worthy: score driven by third-down target share 9%; also garbage-time inflation 32%
131,A.Cooper,WR,BUF,-1.4953111971265498,25.801038035625364,50.2,Healthy,Amari Cooper: score driven by no third-down target role; also stable coaching context
132,B.Watson,RB,DEN,-1.5017586704112018,23.31517826384795,62.08737864077669,Healthy,"Blake Watson: score driven by age cliff none (age 26, 0%); also RB committee risk LOW (HHI 0.59)"
133,J.McClellan,RB,ATL,-1.5017586704112018,37.649803039662096,57.71844660194174,Healthy,"Jase McClellan: score driven by age cliff none (age 23, 0%); also stable coaching context"
134,J.Jefferson,RB,DET,-1.5017586704112018,35.7472554719021,51.89320388349514,Healthy,"Jermar Jefferson: score driven by age cliff none (age 25, 0%); also RB committee risk HIGH (HHI 0.22)"
135,A.Sherman,RB,KC,-1.5017586704112018,50.0,,Healthy,
136,J.Brooks,RB,CAR,-1.5017586704112018,29.129254098606264,57.71844660194174,Healthy,"Jonathon Brooks: score driven by age cliff none (age 22, 0%); also stable coaching context"
137,E.Dotson,RB,LAC,-1.5017586704112018,31.217885149803656,62.08737864077669,Healthy,"Elijah Dotson: score driven by age cliff none (age 27, 0%); also RB committee risk LOW (HHI 0.53)"
138,K.Ingram,RB,ARI,-1.5017586704112018,41.94602120185814,57.71844660194174,Healthy,"Keaontay Ingram: score driven by age cliff none (age 26, 0%); also stable coaching context"
139,C.Collier,RB,LV,-1.5017586704112018,25.34675768788994,62.08737864077669,Healthy,"Chris Collier: score driven by age cliff none (age 25, 0%); also RB committee risk LOW (HHI 0.76)"
140,B.Scarbrough,RB,SEA,-1.5017586704112018,50.0,,Healthy,
141,T.Jones,RB,BUF,-1.5017586704112018,50.0,,Healthy,
142,S.Perry,RB,TEN,-1.5017586704112018,50.0,,Healthy,
143,T.Davis-Price,RB,PHI,-1.5017586704112018,43.27886996394341,58.02427184466019,Healthy,"Tyrion Davis-Price: score driven by age cliff none (age 25, 0%); also stable coaching context"
144,A.Shampklin,RB,PIT,-1.5017586704112018,32.59489276578517,57.71844660194174,Healthy,"Aaron Shampklin: score driven by age cliff none (age 26, 0%); also stable coaching context"
145,S.Phillips,RB,HOU,-1.5017586704112018,50.0,,Healthy,
146,R.Armstead,RB,JAX,-1.5017586704112018,50.0,,Healthy,
147,M.Lloyd,RB,GB,-1.5017586704112018,43.27886996394341,58.02427184466019,Out,"MarShawn Lloyd: score driven by age cliff none (age 25, 0%); also stable coaching context"
148,K.Hill,RB,GB,-1.5017586704112018,50.0,,Healthy,
149,T.Riddick,RB,LV,-1.5017586704112018,50.0,,Healthy,
150,M.Sargent,RB,LA,-1.5017586704112018,50.0,,Healthy,
151,N.Cottrell,RB,JAX,-1.5017586704112018,50.0,,Healthy,
152,D.Bradwell,RB,LAC,-1.5017586704112018,50.0,,Healthy,
153,J.Kibodi,RB,CLE,-1.5017586704112018,50.0,,Healthy,
154,D.Washington,RB,NO,-1.5017586704112018,50.0,,Healthy,
155,C.Schrader,RB,LA,-1.5017586704112018,37.44949382204762,60.57281553398058,Healthy,"Cody Schrader: score driven by age cliff none (age 26, 0%); also +3% script boost (14-win team)"
156,S.Conner,RB,JAX,-1.5017586704112018,50.0,,Healthy,
157,Z.Horvath,RB,LAC,-1.5017586704112018,50.0,,Healthy,
158,R.Bonnafon,RB,WAS,-1.5017586704112018,50.0,,Healthy,
159,A.Killins,RB,PHI,-1.5017586704112018,50.0,,Healthy,
160,L.Bellamy,RB,DEN,-1.5017586704112018,50.0,,Healthy,
161,D.Thompson,RB,KC,-1.5017586704112018,50.0,,Healthy,
162,T.Ebner,RB,CHI,-1.5017586704112018,50.0,,Healthy,
163,A.Williams,RB,BUF,-1.5017586704112018,50.0,,Healthy,
164,A.Pierce,RB,CHI,-1.5017586704112018,50.0,,Healthy,
165,T.Yeldon,RB,BUF,-1.5017586704112018,50.0,,Healthy,
166,J.Hardy,RB,DAL,-1.5017586704112018,50.0,,Healthy,
167,W.Smallwood,RB,WAS,-1.5017586704112018,50.0,,Healthy,
168,D.Crockett,RB,DEN,-1.5017586704112018,50.0,,Healthy,
169,J.Patrick,RB,SF,-1.5017586704112018,50.0,,Healthy,
170,J.Huntley,RB,PHI,-1.5017586704112018,50.0,,Healthy,
171,C.Prosise,RB,HOU,-1.5017586704112018,50.0,,Healthy,
172,S.Brown,RB,CAR,-1.5017586704112018,50.0,,Healthy,
173,T.Brooks-James,RB,ATL,-1.5017586704112018,50.0,,Healthy,
174,D.Williams,RB,GB,-1.5017586704112018,50.0,,Healthy,
175,D.Foster,RB,ARI,-1.5017586704112018,50.0,,Healthy,
176,N.McCrary,RB,BAL,-1.5017586704112018,50.0,,Healthy,
177,J.Samuels,RB,HOU,-1.5017586704112018,50.0,,Healthy,
178,R.Nall,RB,CHI,-1.5017586704112018,50.0,,Healthy,
179,B.Howell,RB,LA,-1.5017586704112018,50.0,,Healthy,
180,D.Washington,RB,KC,-1.5017586704112018,50.0,,Healthy,
181,T.Pope,RB,LAC,-1.5017586704112018,50.0,,Healthy,
182,T.Ragas,RB,LV,-1.5017586704112018,50.0,,Healthy,
183,T.Cannon,RB,BAL,-1.5017586704112018,50.0,,Healthy,
184,Z.Evans,RB,LA,-1.5017586704112018,50.0,,Healthy,
185,K.Barner,RB,TB,-1.5017586704112018,50.0,,Healthy,
