Rank,Name,Position,Team,Final_Score,Edge_Score,Hidden_Score,Live_Injury_Status,Top_Factor_1
920,Will Shipley,RB,PHI,-6.334492302401447,25.82566902088307,63.89872432015873,Healthy,"Will Shipley: score driven by age cliff none (age 23, 0%); also RB committee risk LOW (HHI 0.63)"
921,M.Jones,WR,DET,-6.34031119712655,50.0,,Healthy,
922,T.Sweeney,TE,BUF,-6.343174335612331,50.0,,Healthy,
923,Giovanni Ricci,TE,DET,-6.345700699730045,28.721733291141884,51.14034879744671,Healthy,Giovanni Ricci: score driven by YPRR 0.00 (p2 at TE); also clean neutral-script profile (inflation 0%)
924,Darius Cooper,WR,PHI,-6.365754655627726,32.89372242047926,58.25696772451887,Healthy,Darius Cooper: score driven by third-down target share 3%; also +5% script boost (11-win team)
925,B.Hopkins,TE,LA,-6.368674335612331,50.0,,Healthy,
926,Brycen Tremayne,WR,CAR,-6.370701256509208,20.502923115200513,48.88052620764652,Healthy,Brycen Tremayne: score driven by third-down target share 6%; also garbage-time inflation 63%
927,T.Marshall,WR,LV,-6.374311197126549,37.863460733104056,53.63,Healthy,Terrace Marshall Jr.: score driven by +5% script boost (11-win team); also no third-down target role
928,J.Adams,RB,NYJ,-6.397758670411202,50.0,,Healthy,
929,Cedrick Wilson Jr.,WR,MIA,-6.400621037881124,25.56323669487646,42.374807815502884,Healthy,Cedrick Wilson Jr.: score driven by third-down target share 1%; also garbage-time inflation 67%
930,K.Kieft,TE,TB,-6.402674335612331,38.07452383449243,49.6,Healthy,Ko Kieft: score driven by no third-down target role; also stable coaching context
931,Tucker Fisk,TE,LAC,-6.408076710893786,19.16587490618166,54.52072919490377,Questionable,Tucker Fisk: score driven by YPRR 4.43 (p22 at TE); also +5% script boost (11-win team)
932,B.Edwards,WR,ATL,-6.408311197126549,50.0,,Healthy,
933,G.Tate,WR,NYG,-6.408311197126549,50.0,,Healthy,
934,T.Kroft,TE,SF,-6.411174335612332,50.0,,Healthy,
935,Craig Reynolds,RB,DET,-6.417826192195937,32.5947437458049,49.779871663366805,Questionable,Craig Reynolds: score driven by garbage-time inflation 100%; also RB committee risk LOW (HHI 0.51)
936,L.Fitzgerald,WR,ARI,-6.433811197126549,50.0,,Healthy,
937,J.Guyton,WR,LAC,-6.433811197126549,50.0,,Healthy,
938,W.Snead,WR,SF,-6.44231119712655,50.0,,Healthy,
939,L.Bell,RB,BAL,-6.448758670411202,50.0,,Healthy,
940,A.Rodgers,WR,IND,-6.45081119712655,50.0,,Healthy,
941,D.Arnold,TE,JAX,-6.453674335612331,50.0,,Healthy,
942,C.Thompson,RB,JAX,-6.457258670411202,50.0,,Healthy,
943,A.Wesley,WR,ARI,-6.459311197126549,50.0,,Healthy,
944,D.Harty,WR,BUF,-6.459311197126549,50.0,,Healthy,
945,G.Bernard,RB,TB,-6.474258670411202,50.0,,Healthy,
946,J.Reagor,WR,LAC,-6.476311197126549,29.635609543583207,53.03,Healthy,Jalen Reagor: score driven by +5% script boost (11-win team); also no third-down target role
947,T.Williams,RB,ARI,-6.482758670411202,50.0,,Healthy,
948,Charlie Woerner,TE,ATL,-6.491758970609818,22.414482559113694,55.30770410746731,Healthy,Charlie Woerner: score driven by target share trend ASCENDING; also no third-down target role
949,L.Treadwell,WR,BAL,-6.493311197126549,44.37012380823393,50.2,Healthy,Laquon Treadwell: score driven by no third-down target role; also stable coaching context
950,Dante Pettis,WR,NO,-6.494399451454843,23.980645612524963,50.276958857166065,Healthy,Dante Pettis: score driven by third-down target share 1%; also YPRR 11.55 (p92 at WR)
951,Jonathan Mingo,WR,DAL,-6.495015195430538,38.312110074408395,33.97414625733012,Healthy,Jonathan Mingo: score driven by garbage-time inflation 100%; also third-down target share 1%
952,J.McKissic,RB,WAS,-6.499758670411202,50.0,,Healthy,
953,Adrian Martinez,QB,SF,-6.502886268948572,18.472469650592334,44.631578947368425,Healthy,Adrian Martinez: score driven by garbage-time inflation 100%; also stable coaching context
954,J.Hill,TE,NO,-6.504674335612331,50.0,,Healthy,
955,T.McKitty,TE,LAC,-6.504674335612331,50.0,,Healthy,
956,D.Williams,RB,ARI,-6.508258670411202,50.0,,Healthy,
957,Z.Gentry,TE,PIT,-6.513174335612331,50.0,,Healthy,
958,T.Heinicke,QB,LAC,-6.519895176369895,12.036051609855251,57.0,Healthy,Taylor Heinicke: score driven by stable coaching context; also team win total 11
959,Brett Rypien,QB,CIN,-6.520941337270948,17.970939974970754,55.89473684210527,Healthy,Brett Rypien: score driven by stable coaching context; also age cliff N/A for position
960,K.Smith,TE,NYG,-6.538674335612331,50.0,,Healthy,
961,B.Hill,RB,ATL,-6.542258670411202,50.0,,Healthy,
962,D.Inman,WR,WAS,-6.55281119712655,50.0,,Healthy,
963,P.Hesse,TE,ATL,-6.5556743356123315,50.0,,Healthy,
964,J.Landry,WR,NO,-6.56131119712655,50.0,,Healthy,
965,Jake Bobo,WR,SEA,-6.564130338046199,32.27008385246193,49.68701969577069,Healthy,Jake Bobo: score driven by garbage-time inflation 80%; also third-down target share 1%
966,L.Toilolo,TE,NYG,-6.581174335612332,50.0,,Healthy,
967,Scott Miller,WR,PIT,-6.582788576445795,28.238797523173695,48.906139502524574,Healthy,Scott Miller: score driven by third-down target share 2%; also YPRR 4.43 (p11 at WR)
968,D.Johnson,RB,NO,-6.593258670411202,50.0,,Healthy,
969,A.Robinson,WR,DET,-6.5953111971265495,50.0,,Healthy,
970,D.Vaughn,RB,DAL,-6.6017586704112015,37.44949382204762,60.57281553398058,Healthy,"Deuce Vaughn: score driven by age cliff none (age 24, 0%); also +3% script boost (14-win team)"
971,P.Barber,RB,LV,-6.6017586704112015,50.0,,Healthy,
972,A.Miller,WR,BAL,-6.61231119712655,39.420853896600526,50.2,Healthy,Anthony Miller: score driven by no third-down target role; also stable coaching context
973,R.Jones,RB,KC,-6.618758670411202,50.0,,Healthy,
974,Andrew Beck,RB,NYJ,-6.6226314950319445,20.581012316568373,50.99628980918046,Healthy,Andrew Beck: score driven by garbage-time inflation 90%; also RB committee risk LOW (HHI 0.55)
975,I.Abanikanda,RB,NYJ,-6.6272586704112015,46.59401542184745,57.71844660194174,Healthy,"Israel Abanikanda: score driven by age cliff none (age 23, 0%); also stable coaching context"
976,P.Campbell,WR,PHI,-6.629311197126549,46.38409768085072,49.6,Healthy,Parris Campbell: score driven by no third-down target role; also stable coaching context
977,Xavier Gipson,WR,PHI,-6.635010300463843,27.530207089845177,45.711193861000176,Healthy,Xavier Gipson: score driven by YPRR 3.00 (p5 at WR); also +5% script boost (11-win team)
978,Derius Davis,WR,LAC,-6.638077350076177,23.732405583705937,49.213262991295174,Healthy,Derius Davis: score driven by YPRR 3.33 (p7 at WR); also +5% script boost (11-win team)
979,Rasheen Ali,RB,BAL,-6.6406207818566845,30.153101430151427,62.40779667846516,Healthy,"Rasheen Ali: score driven by age cliff none (age 25, 0%); also RB committee risk LOW (HHI 0.64)"
980,B.Bell,TE,KC,-6.6406743356123314,50.0,,Healthy,
981,K.Golladay,WR,NYG,-6.64631119712655,50.0,,Healthy,
982,C.Clement,RB,ARI,-6.652758670411202,50.0,,Healthy,
983,L.Perine,RB,KC,-6.669758670411202,50.0,,Healthy,
984,Casey Washington,WR,ATL,-6.672359969870259,27.245057426920756,49.10410521618878,Healthy,Casey Washington: score driven by third-down target share 4%; also stable coaching context
985,D.Harris,TE,ARI,-6.674674335612331,50.0,,Healthy,
986,J.Hasty,RB,NE,-6.678258670411202,32.59489276578517,54.922330097087375,Healthy,"JaMycal Hasty: score driven by age cliff AGE_CLIFF (age 29, -12%); also stable coaching context"
987,M.Hall,WR,ATL,-6.680311197126549,50.0,,Healthy,
988,Konata Mumpfield,WR,LA,-6.6856053092139796,51.68942846106702,51.43250396838602,Healthy,Konata Mumpfield: score driven by YPRR 3.93 (p9 at WR); also third-down target share 8%
989,C.Patterson,RB,PIT,-6.686758670411201,50.0,,Healthy,
990,L.Stocker,TE,MIN,-6.691674335612332,50.0,,Healthy,
991,Savion Williams,WR,GB,-6.703501541511516,38.55441554715996,48.046524482546005,Out,Savion Williams: score driven by third-down target share 2%; also stable coaching context
992,Nyheim Hines,RB,LAC,-6.719472190415835,29.70627805617539,49.31039175149818,Healthy,"Nyheim Hines: score driven by garbage-time inflation 100%; also age cliff AGE_CLIFF (age 29, -12%)"
993,Malik Turner,WR,SF,-6.725089590493961,41.703601105431375,54.44758727887975,Healthy,Malik Turner: score driven by YPRR 0.00 (p1 at WR); also clean neutral-script profile (inflation 0%)
994,T.Smith,WR,NO,-6.73131119712655,50.0,,Healthy,
995,J.Wilkins,RB,IND,-6.737758670411202,50.0,,Healthy,
996,Ashton Dulin,WR,IND,-6.738557043660807,36.80835538300903,53.39723154274724,Healthy,Ashton Dulin: score driven by third-down target share 2%; also YPRR 10.60 (p88 at WR)
997,R.Smith,RB,CAR,-6.746258670411201,50.0,,Healthy,
998,Jalen Milroe,QB,SEA,-6.750948936552948,11.581839994915196,58.421052631578945,Healthy,Jalen Milroe: score driven by stable coaching context; also team win total 14
999,A.Walter,RB,NYJ,-6.771758670411201,50.0,,Healthy,
1000,Ben Skowronek,WR,PIT,-6.781615328433054,29.19795198456458,61.204857997010464,Healthy,Ben Skowronek: score driven by YPRR 11.50 (p92 at WR); also +5% script boost (10-win team)
1001,K.Johnson,RB,DET,-6.788758670411202,50.0,,Healthy,
1002,F.Swain,WR,DEN,-6.7908111971265495,50.0,,Healthy,
1003,D.Peoples-Jones,WR,DET,-6.807811197126549,50.0,,Healthy,
1004,Skyy Moore,WR,SF,-6.82250411466113,42.586399255528974,59.916764122559336,Healthy,Skyy Moore: score driven by YPRR 10.88 (p89 at WR); also +5% script boost (12-win team)
1005,A.Morris,RB,NYG,-6.8227586704112015,50.0,,Healthy,
1006,C.Beasley,WR,TB,-6.824811197126549,50.0,,Healthy,
1007,Charlie Jones,WR,CIN,-6.831582522954204,31.302481275646546,50.88642635391514,Out,Charlie Jones: score driven by YPRR 0.00 (p1 at WR); also clean neutral-script profile (inflation 0%)
1008,Russell Wilson,QB,NYG,-6.831761609331137,33.249746016121634,46.80701754385965,Healthy,Russell Wilson: score driven by garbage-time inflation 78%; also stable coaching context
1009,G.Ward,WR,PHI,-6.850311197126549,50.0,,Healthy,
1010,B.Zylstra,WR,CAR,-6.850311197126549,50.0,,Healthy,
1011,M.Ingram,RB,NO,-6.873758670411202,50.0,,Healthy,
1012,D.Carter,WR,CHI,-6.875811197126549,19.909408714951475,49.6,Healthy,DeAndre Carter: score driven by no third-down target role; also stable coaching context
1013,J.Polk,WR,NE,-6.875811197126549,28.220807160364004,48.8,Healthy,Ja'Lynn Polk: score driven by no third-down target role; also stable coaching context
1014,T.Coleman,RB,SF,-6.882258670411202,50.0,,Healthy,
1015,E.Gray,RB,NYG,-6.890758670411202,29.221611293255098,57.71844660194174,Questionable,"Eric Gray: score driven by age cliff none (age 26, 0%); also stable coaching context"
1016,J.Wilson,RB,MIA,-6.899258670411202,32.59489276578517,53.05825242718446,Healthy,Jeff Wilson: score driven by stable coaching context; also RB with unclear snap/carry split
1017,Trent Sherfield,WR,ARI,-6.907578420692815,24.93938758504333,39.832511210762334,Healthy,Trent Sherfield: score driven by garbage-time inflation 100%; also YPRR 4.20 (p10 at WR)
1018,Jalen Brooks,WR,ARI,-6.910560595033714,30.562000332196114,42.56655320439878,Healthy,Jalen Brooks: score driven by garbage-time inflation 83%; also third-down target share 1%
1019,L.Bowden,WR,NO,-6.918311197126549,50.0,,Healthy,
1020,M.Boykin,WR,PIT,-6.918311197126549,33.01049492530828,53.03,Healthy,Miles Boykin: score driven by +5% script boost (11-win team); also no third-down target role
1021,D.Hamilton,WR,DEN,-6.92681119712655,50.0,,Healthy,
1022,T.Scott,WR,CHI,-6.92681119712655,56.439193978021486,53.7,Healthy,Tyler Scott: score driven by +5% script boost (12-win team); also no third-down target role
1023,C.Beebe,WR,MIN,-6.935311197126549,50.0,,Healthy,
1024,C.Edmonds,RB,TB,-6.941758670411202,33.96463910154211,53.05825242718446,Healthy,Chase Edmonds: score driven by stable coaching context; also RB with unclear snap/carry split
1025,T.Hilton,WR,DAL,-6.94381119712655,50.0,,Healthy,
1026,Jalin Hyatt,WR,NYG,-6.957326223078368,22.081196532098094,41.42382637005337,Questionable,Jalin Hyatt: score driven by YPRR 2.50 (p4 at WR); also third-down target share 2%
1027,Bryce Oliver,WR,TEN,-6.964973187166511,17.098906097032593,43.69484304932735,Questionable,Bryce Oliver: score driven by garbage-time inflation 100%; also no third-down target role
1028,Hassan Haskins,RB,LAC,-6.980167259637362,21.33876227367501,56.63387721308976,Questionable,"Hassan Haskins: score driven by age cliff none (age 26, 0%); also third-down target share 1%"
1029,Xavier Weaver,WR,ARI,-6.981849224657235,30.21032874488579,45.25047989860117,Questionable,Xavier Weaver: score driven by third-down target share 5%; also YPRR 5.15 (p19 at WR)
1030,M.Breida,RB,NYG,-6.992758670411202,50.0,,Healthy,
1031,K.Hinton,WR,DEN,-6.994811197126549,50.0,,Healthy,
1032,J.Washington,WR,DAL,-6.994811197126549,50.0,,Healthy,
1033,A.Isabella,WR,BUF,-6.994811197126549,50.0,,Healthy,
1034,J.Ross,WR,PHI,-7.020311197126549,50.0,,Healthy,
1035,DeeJay Dallas,RB,CAR,-7.025936779028175,26.02319221344278,69.98482420586294,Healthy,"DeeJay Dallas: score driven by age cliff none (age 27, 0%); also RB committee risk LOW (HHI 0.54)"
1036,J.Jackson,RB,DET,-7.026758670411201,50.0,,Healthy,
1037,Dont'e Thornton Jr.,WR,LV,-7.027164336226267,27.77517081354813,43.12714915090417,Healthy,Dont'e Thornton Jr.: score driven by YPRR 4.50 (p13 at WR); also third-down target share 6%
1038,L.Shenault,WR,SEA,-7.028811197126549,52.69968236280853,53.7,Healthy,Laviska Shenault Jr.: score driven by +5% script boost (12-win team); also no third-down target role
1039,S.Watkins,WR,GB,-7.045811197126549,50.0,,Healthy,
1040,C.Huntley,RB,ATL,-7.060758670411202,50.0,,Healthy,
1041,A.Green,WR,ARI,-7.06281119712655,50.0,,Healthy,
1042,C.Steele,RB,KC,-7.069258670411202,41.94602120185814,57.71844660194174,Healthy,"Carson Steele: score driven by age cliff none (age 23, 0%); also stable coaching context"
1043,C.Hyde,RB,JAX,-7.069258670411202,50.0,,Healthy,
1044,R.Higgins,WR,CLE,-7.071311197126549,50.0,,Healthy,
1045,T.Austin,WR,JAX,-7.079811197126549,50.0,,Healthy,
1046,Jamari Thrash,WR,CLE,-7.093455716267229,14.228483139340096,42.73798389310882,Healthy,Jamari Thrash: score driven by third-down target share 1%; also garbage-time inflation 67%
1047,I.Spiller,RB,LAC,-7.094758670411202,50.0,,Healthy,
1048,K.Hamler,WR,DEN,-7.0968111971265495,52.69968236280853,53.7,Healthy,KJ Hamler: score driven by +5% script boost (12-win team); also no third-down target role
1049,R.Burkhead,RB,HOU,-7.1032586704112015,50.0,,Healthy,
1050,K.Stills,WR,NO,-7.105311197126549,50.0,,Healthy,
1051,D'Ernest Johnson,RB,ARI,-7.10849392527566,34.619524251073976,61.16130421816494,Healthy,D'Ernest Johnson: score driven by clean neutral-script profile (inflation 0%); also +3% script boost (14-win team)
1052,D.Cook,RB,DAL,-7.111758670411202,50.0,,Healthy,
1053,D.Felton,RB,CLE,-7.120258670411202,33.96463910154211,56.55339805825243,Healthy,"Demetric Felton: score driven by age cliff AGE_CLIFF (age 27, -5%); also stable coaching context"
1054,I.Smith,RB,DAL,-7.120258670411202,50.0,,Healthy,
1055,Dare Ogunbowale,RB,HOU,-7.144343098831476,25.583737150044144,45.87147239858091,Healthy,"Dare Ogunbowale: score driven by age cliff AVOID (age 31, -35%); also third-down target share 5%"
1056,C.Evans,RB,CIN,-7.145758670411202,50.0,,Healthy,
1057,A.Wilson,WR,MIA,-7.156311197126549,50.0,,Healthy,
1058,N.Harry,WR,CHI,-7.164811197126549,50.0,,Healthy,
1059,Gage Larvadain,WR,CLE,-7.17247206039427,17.119473660743452,38.44247094353437,Questionable,Gage Larvadain: score driven by garbage-time inflation 75%; also third-down target share 3%
1060,O.Johnson,WR,MIN,-7.17331119712655,50.0,,Healthy,
1061,P.Lindsay,RB,IND,-7.179758670411202,50.0,,Healthy,
1062,A.Humphries,WR,WAS,-7.190311197126549,50.0,,Healthy,
1063,Travis Homer,RB,CHI,-7.194358872095893,29.241987228842394,64.04267577083111,Healthy,"Travis Homer: score driven by age cliff AGE_CLIFF (age 27, -5%); also clean neutral-script profile (inflation 0%)"
1064,J.Williams,RB,WAS,-7.196758670411201,50.0,,Healthy,
1065,B.Pringle,WR,WAS,-7.2073111971265496,50.0,,Healthy,
1066,I.Ford,WR,MIA,-7.2073111971265496,50.0,,Healthy,
1067,C.Conley,WR,SF,-7.215811197126549,50.0,,Healthy,
1068,S.Smith,WR,CAR,-7.215811197126549,50.0,,Healthy,
1069,R.Blackshear,RB,CAR,-7.222258670411202,23.27409747706581,60.922330097087375,Healthy,"Raheem Blackshear: score driven by RB committee risk LOW (HHI 0.55); also age cliff AGE_CLIFF (age 27, -5%)"
1070,I.McKenzie,WR,IND,-7.224311197126549,50.0,,Healthy,
1071,Trevor Etienne,RB,CAR,-7.229440631192259,19.98048552831981,53.8952319429406,Healthy,"Trevor Etienne: score driven by age cliff none (age 21, 0%); also garbage-time inflation 71%"
1072,D.Byrd,WR,ATL,-7.23281119712655,50.0,,Healthy,
1073,D.Lewis,RB,NYG,-7.247758670411201,50.0,,Healthy,
1074,E.St. Brown,WR,CHI,-7.249811197126549,50.0,,Healthy,
1075,R.Cobb,WR,NYJ,-7.275311197126549,50.0,,Healthy,
1076,Samori Toure,WR,NO,-7.281861095778323,23.88649791019964,46.6463275088913,Healthy,Samori Toure: score driven by YPRR 1.00 (p3 at WR); also third-down target share 1%
1077,R.James,WR,KC,-7.28381119712655,50.0,,Healthy,
1078,Mason Tipton,WR,NO,-7.291436109986167,21.573976487579788,44.01320832750398,Healthy,Mason Tipton: score driven by third-down target share 3%; also YPRR 4.47 (p12 at WR)
1079,M.Sanu,WR,SF,-7.2923111971265495,50.0,,Healthy,
1080,Q.Ollison,RB,ATL,-7.2987586704112015,50.0,,Healthy,
1081,T.Ervin,RB,GB,-7.2987586704112015,50.0,,Healthy,
1082,G.Igwebuike,RB,SEA,-7.307258670411201,50.0,,Healthy,
1083,K.Johnson,WR,ARI,-7.309311197126549,50.0,,Healthy,
1084,C.Rogers,WR,TEN,-7.309311197126549,50.0,,Healthy,
1085,D.Ridder,QB,LV,-7.310395176369893,11.001259959107681,56.28947368421053,Healthy,Desmond Ridder: score driven by stable coaching context; also age cliff N/A for position
1086,M.Brown,RB,LA,-7.315758670411202,50.0,,Healthy,
1087,Julius Chestnut,RB,TEN,-7.320315996370393,17.8287861388833,58.314768939324935,Healthy,"Julius Chestnut: score driven by age cliff none (age 25, 0%); also RB committee risk LOW (HHI 0.59)"
1088,B.Bolden,RB,LV,-7.332758670411202,50.0,,Healthy,
1089,E.Penny,RB,NYG,-7.332758670411202,50.0,,Healthy,
1090,G.Brightwell,RB,NYG,-7.349758670411202,37.57621201828132,60.922330097087375,Healthy,"Gary Brightwell: score driven by RB committee risk LOW (HHI 0.55); also age cliff AGE_CLIFF (age 28, -5%)"
1091,M.Callaway,WR,NO,-7.351811197126549,25.801038035625364,50.2,Healthy,Marquez Callaway: score driven by no third-down target role; also stable coaching context
1092,C.Blake,WR,ATL,-7.360311197126549,50.0,,Healthy,
1093,A.Jeffery,WR,PHI,-7.368811197126549,50.0,,Healthy,
1094,D.Harris,WR,IND,-7.368811197126549,50.0,,Healthy,
1095,I.Wright,WR,WAS,-7.3773111971265495,50.0,,Healthy,
1096,Mason Rudolph,QB,PIT,-7.4015938647957515,30.77081013898328,46.18796992481203,Healthy,Mason Rudolph: score driven by garbage-time inflation 86%; also stable coaching context
1097,D.Jackson,WR,BAL,-7.40281119712655,50.0,,Healthy,
1098,K.Cole,WR,LV,-7.411311197126549,50.0,,Healthy,
1099,L.McCoy,RB,TB,-7.417758670411201,50.0,,Healthy,
1100,M.Johnson,WR,NYG,-7.419811197126549,50.0,,Healthy,
1101,A.Tate,WR,CIN,-7.428311197126549,50.0,,Healthy,
1102,M.Perry,RB,MIA,-7.443258670411201,50.0,,Healthy,
1103,Taysom Hill,QB,NO,-7.450269748740585,12.608432048130126,51.3710707210894,Healthy,Taysom Hill: score driven by stable coaching context; also third-down target share 3%
1104,M.Taylor,WR,NYJ,-7.45381119712655,35.89302449993309,50.410000000000004,Healthy,Malik Taylor: score driven by no third-down target role; also stable coaching context
1105,D.Mims,WR,NYJ,-7.45381119712655,50.0,,Healthy,
1106,P.Dorsett,WR,DEN,-7.470811197126549,25.801038035625364,50.2,Healthy,Phillip Dorsett: score driven by no third-down target role; also stable coaching context
1107,B.Scott,RB,PHI,-7.4942586704112015,50.0,,Healthy,
1108,T.Sharpe,WR,ATL,-7.504811197126549,50.0,,Healthy,
1109,C.Batson,WR,TEN,-7.51331119712655,50.0,,Healthy,
1110,J.Arcega-Whiteside,WR,PHI,-7.51331119712655,50.0,,Healthy,
1111,J.Smith,WR,NYJ,-7.521811197126549,50.0,,Healthy,
1112,Evan Hull,RB,NO,-7.530935383959299,24.851457976837377,53.38151991965182,Healthy,"Evan Hull: score driven by age cliff none (age 25, 0%); also RB committee risk HIGH (HHI 0.28)"
1113,A.Schwartz,WR,CLE,-7.555811197126549,50.0,,Healthy,
1114,J.Hightower,WR,PHI,-7.555811197126549,50.0,,Healthy,
1115,B.Perriman,WR,TB,-7.56431119712655,50.0,,Healthy,
1116,Davis Mills,QB,HOU,-7.582151685233299,37.61662135545332,54.184210526315795,Questionable,Davis Mills: score driven by garbage-time inflation 50%; also stable coaching context
1117,M.Boone,RB,CAR,-7.587758670411201,32.59489276578517,47.81553398058252,Healthy,"Mike Boone: score driven by age cliff AVOID (age 30, -35%); also stable coaching context"
1118,C.Johnson,WR,CHI,-7.589811197126549,25.801038035625364,50.2,Healthy,Collin Johnson: score driven by no third-down target role; also stable coaching context
1119,S.Michel,RB,LAC,-7.604758670411202,50.0,,Healthy,
1120,Riley Leonard,QB,IND,-7.612091057540653,45.58286332382303,52.60526315789474,Healthy,Riley Leonard: score driven by garbage-time inflation 50%; also stable coaching context
1121,J.Richard,RB,LV,-7.621758670411202,50.0,,Healthy,
1122,T.Benson,WR,DET,-7.62381119712655,50.0,,Healthy,
1123,K.Hill,WR,LAC,-7.632311197126549,50.0,,Healthy,
1124,Kaleb Johnson,RB,PIT,-7.634105049177678,32.80065109780076,57.75130976369298,Healthy,"Kaleb Johnson: score driven by age cliff none (age 22, 0%); also garbage-time inflation 57%"
1125,A.Williams,RB,ATL,-7.638758670411201,23.27409747706581,60.922330097087375,Healthy,"Avery Williams: score driven by RB committee risk LOW (HHI 0.55); also age cliff AGE_CLIFF (age 27, -5%)"
1126,Z.Pascal,WR,ARI,-7.649311197126549,50.0,,Healthy,
1127,P.Laird,RB,MIA,-7.655758670411202,50.0,,Healthy,
1128,L.Rountree,RB,LAC,-7.655758670411202,50.0,,Healthy,
1129,T.Jones,RB,ARI,-7.6897586704112015,50.0,,Healthy,
1130,Adam Prentice,RB,DEN,-7.692703091954267,25.652142808833027,53.098895367172496,Healthy,"Adam Prentice: score driven by third-down target share 2%; also age cliff AGE_CLIFF (age 29, -12%)"
1131,Arian Smith,WR,NYJ,-7.714802099123264,23.112087551520105,38.74040943735516,Healthy,Arian Smith: score driven by YPRR 3.25 (p6 at WR); also third-down target share 2%
1132,A.McFarland,RB,PIT,-7.740758670411202,50.0,,Healthy,
1133,Steven Sims,WR,ARI,-7.752954979539585,28.564500968900237,34.42488789237668,Healthy,Steven Sims: score driven by garbage-time inflation 100%; also YPRR 0.00 (p1 at WR)
1134,C.Board,WR,TEN,-7.759811197126549,50.0,,Healthy,
1135,Nick Mullens,QB,JAX,-7.7694936555948235,8.342986662260001,45.10526315789474,Healthy,Nick Mullens: score driven by garbage-time inflation 100%; also stable coaching context
1136,J.Wims,WR,CHI,-7.776811197126549,50.0,,Healthy,
1137,T.Taylor,WR,SF,-7.785311197126549,50.032351105431374,53.7,Healthy,Trent Taylor: score driven by +5% script boost (12-win team); also no third-down target role
1138,Andre Baccellia,WR,ARI,-7.850327068448653,31.845900353071094,42.43859810335955,Healthy,Andre Baccellia: score driven by YPRR 2.00 (p4 at WR); also no third-down target role
1139,D.Spencer,WR,DEN,-7.8533111971265495,50.0,,Healthy,
1140,D.Westbrook,WR,MIN,-7.861811197126549,50.0,,Healthy,
1141,B.Snell,RB,PIT,-7.910758670411202,50.0,,Healthy,
1142,M.Thomas,WR,CIN,-7.938311197126549,50.0,,Healthy,
1143,D.Milne,WR,WAS,-7.955311197126549,50.0,,Healthy,
1144,C.Sims,WR,WAS,-7.997811197126549,50.0,,Healthy,
1145,P.Hart,WR,SEA,-8.00631119712655,50.0,,Healthy,
1146,Jameis Winston,QB,NYG,-8.175302311736266,40.85488202150799,59.7815335753176,Healthy,Jameis Winston: score driven by clean neutral-script profile (inflation 12%); also stable coaching context
1147,Chris Oladokun,QB,KC,-8.179580060203897,28.199199159114194,50.31578947368421,Healthy,Chris Oladokun: score driven by garbage-time inflation 60%; also stable coaching context
1148,Tyler Huntley,QB,BAL,-8.31473491897518,55.19415734568839,50.96052631578947,Healthy,Tyler Huntley: score driven by garbage-time inflation 58%; also stable coaching context
1149,Tyrod Taylor,QB,NYJ,-8.315610242913078,42.24508778310619,50.046783625730995,Questionable,Tyrod Taylor: score driven by garbage-time inflation 63%; also stable coaching context
1150,Aidan O'Connell,QB,LV,-8.400149821207986,17.068558592719953,62.473684210526315,Out,Aidan O'Connell: score driven by clean neutral-script profile (inflation 0%); also stable coaching context
1151,T.DeVito,QB,NYG,-8.432395176369894,12.272212626231962,58.421052631578945,Healthy,Tommy DeVito: score driven by stable coaching context; also team win total 14
1152,Quinn Ewers,QB,MIA,-8.448293206146325,52.20652673290783,49.131578947368425,Healthy,Quinn Ewers: score driven by garbage-time inflation 67%; also stable coaching context
1153,Philip Rivers,QB,IND,-8.498567600163337,42.42752645565561,62.473684210526315,Healthy,Philip Rivers: score driven by clean neutral-script profile (inflation 0%); also stable coaching context
1154,Josh Johnson,QB,WAS,-8.558418780409038,32.58421840499909,55.578947368421055,Healthy,Josh Johnson: score driven by stable coaching context; also age cliff N/A for position
1155,Shane Buechele,QB,KC,-8.606787608913095,22.129049575305338,62.15789473684211,Healthy,Shane Buechele: score driven by clean neutral-script profile (inflation 0%); also stable coaching context
1156,Jarrett Stidham,QB,DEN,-8.627251899076509,16.289598311428836,61.05263157894737,Healthy,Jarrett Stidham: score driven by stable coaching context; also team win total 14
1157,Gardner Minshew,QB,KC,-8.634644030066537,17.513081969518012,45.71052631578947,Healthy,Gardner Minshew: score driven by garbage-time inflation 83%; also stable coaching context
1158,Teddy Bridgewater,QB,TB,-8.706721503182973,19.00492895232014,42.42105263157895,Healthy,Teddy Bridgewater: score driven by garbage-time inflation 100%; also stable coaching context
1159,Clayton Tune,QB,GB,-8.795273077975974,13.611361522142253,43.131578947368425,Healthy,Clayton Tune: score driven by garbage-time inflation 100%; also stable coaching context
1160,Zach Wilson,QB,MIA,-8.814210308408349,11.58776304366392,42.42105263157895,Questionable,Zach Wilson: score driven by garbage-time inflation 100%; also stable coaching context
1161,Tyson Bagent,QB,CHI,-8.939093086178902,5.471156956576088,43.8421052631579,Healthy,Tyson Bagent: score driven by garbage-time inflation 100%; also stable coaching context
1162,Dillon Gabriel,QB,CLE,-9.214032237837717,31.4669635657757,53.69924812030075,Healthy,Dillon Gabriel: score driven by stable coaching context; also garbage-time inflation 43%
