overall_rank,player_name,position,recent_team,projected_ppg,projected_ppg_std,projected_ppg_half_ppr,projected_ppg_ppr,projected_ppg_superflex,reliability_tier,situation_score,career_seasons,tier,live_status,age,data_basis,draft_value_score,draft_value_score_std,draft_value_score_half_ppr,draft_value_score_ppr,avg_receptions_per_game,avg_targets_per_game,avg_carries_per_game,Injury_Flag,consensus_adp,adp_diff,consensus_adp_overall,consensus_adp_positional,our_positional_rank,adp_diff_positional,adp_diff_overall,adp_signal
389,Kevin Austin Jr.,WR,NO,4.03,,4.03,,4.03,UNPROVEN,39.9,0,Deep,,26.4,2025*0.50+2024*0.30+rel[UNPROVEN*0.92],,,,,,,,,,,,,142,,,UNKNOWN
390,Tyler Johnson,WR,DAL,3.96,,3.96,,3.96,EMERGING,44.8,3,Deep,,28.0,2025*0.50+2024*0.30+rel[EMERGING*1.03],,,,,,,,,,,,,143,,,UNKNOWN
391,Quez Watkins,WR,PHI,3.73,,3.73,,3.73,UNPROVEN,52.4,2,Deep,,28.2,2023_old*0.80+rel[UNPROVEN*0.92],,,,,,,,,,,,,144,,,UNKNOWN
393,Trenton Irwin,WR,SF,3.69,,3.69,,3.69,UNPROVEN,53.5,2,Deep,,30.7,2023_old*0.80+rel[UNPROVEN*0.92],,,,,,,,,,,,,145,,,UNKNOWN
396,Isaiah Williams,WR,NYJ,3.83,,3.83,,3.83,UNPROVEN,38.9,0,Deep,,25.6,2025_only+rel[UNPROVEN*0.92],,,,,,,,,,,,,146,,,UNKNOWN
402,Roman Wilson,WR,PIT,3.53,,3.53,,3.53,UNPROVEN,39.6,0,Deep,,25.2,2025_only+rel[UNPROVEN*0.92],,,,,,,,,,,,,147,,,UNKNOWN
403,Tim Patrick,WR,NYJ,3.53,,3.53,,3.53,PROVEN_SOLID,30.9,3,Deep,,32.8,2025*0.50+2024*0.30+rel[PROVEN_SOLID*1.06],,,,,,,,,,,,,148,,,UNKNOWN
405,Lil'Jordan Humphrey,WR,DEN,3.65,,3.65,,3.65,UNPROVEN,51.4,2,Deep,,28.4,2025*0.50+2024*0.30+2023*0.20+rel[UNPROVEN*0.92],,,,,,,,,,,,,149,,,UNKNOWN
414,Elijah Moore,WR,PHI,3.27,,3.27,,3.27,VOLATILE,52.4,4,Deep,,26.4,2025*0.50+2024*0.30+2023*0.20+rel[VOLATILE*0.88],,,,,,,,,,,,,150,,,UNKNOWN
418,Christian Kirk,WR,SF,3.12,,3.12,,3.12,VOLATILE,53.5,5,Deep,,29.8,"2025*0.50+2024*0.30+2023*0.20+rel[VOLATILE*0.88] [camp_research:IR:0.5:IR designated to return — 4-game minimum, not done for the year. Calf kept him out of camp/preseason. Conservative lottery when activated; Evans / Samuel / Stribling hold the early targets.]",,,,,,,,IR,,,,,151,,,UNKNOWN
420,Calvin Austin III,WR,NYG,3.02,,3.02,,3.02,PROVEN_SOLID,55.7,3,Deep,,27.4,2025*0.50+2024*0.30+2023*0.20+starter_floor_soft+rel[PROVEN_SOLID*1.06] [availability:0.50],,,,,,,,,,,,,152,,,UNKNOWN
421,Jordyn Tyson,WR,NO,3.0,,3.0,,3.0,UNPROVEN,55.9,0,Deep,,,"sleeper_roster+adp_prior [camp_notes:IR:0.5:Jordyn Tyson, Saints (hamstring) : The Saints placed Tyson on injured reserve to start the season, so he'll miss at least the first four games (and likely more time).]",,,,,,,,IR,156.0,-265.0,156.0,70.0,153,-83.0,-265.0,FADE
423,David Moore,WR,CAR,3.05,,3.05,,3.05,UNPROVEN,35.5,2,Deep,,31.6,2024*0.30+2023*0.20+no_2025*0.72+rel[UNPROVEN*0.92],,,,,,,,,,,,,154,,,UNKNOWN
424,Ryan Miller,WR,MIA,3.01,,3.01,,3.01,UNPROVEN,30.3,0,Deep,,26.5,2024_only*0.85+rel[UNPROVEN*0.92],,,,,,,,,,,,,155,,,UNKNOWN
425,Treylon Burks,WR,WAS,2.98,,2.98,,2.98,UNPROVEN,42.0,1,Deep,,26.4,2025*0.50+2023*0.20+rel[UNPROVEN*0.92],,,,,,,,,,,,,156,,,UNKNOWN
426,Gunner Olszewski,WR,NYG,2.83,,2.83,,2.83,UNPROVEN,47.7,0,Deep,,29.8,2025_only+rel[UNPROVEN*0.92] [availability:0.50],,,,,,,,,,,,,157,,,UNKNOWN
428,Tylan Wallace,WR,CLE,2.86,,2.86,,2.86,UNPROVEN,33.4,1,Deep,,27.3,2024_only*0.85+rel[UNPROVEN*0.92],,,,,,,,,,,,,158,,,UNKNOWN
432,Malik Heath,WR,ATL,2.7,,2.7,,2.7,UNPROVEN,40.6,0,Deep,,26.4,2025*0.50+2024*0.30+2023*0.20+rel[UNPROVEN*0.92],,,,,,,,,,,,,159,,,UNKNOWN
433,Trey Palmer,WR,NO,2.47,,2.47,,2.47,UNPROVEN,39.9,1,Deep,,25.4,2024*0.30+2023*0.20+no_2025*0.72+rel[UNPROVEN*0.92],,,,,,,,,,,,,160,,,UNKNOWN
435,Beaux Collins,WR,ATL,2.44,,2.44,,2.44,UNPROVEN,48.6,0,Deep,,23.7,2025_small_sample(2g)_regressed+rel[UNPROVEN*0.92] [availability:0.50],,,,,,,,,,,,,161,,,UNKNOWN
438,David Sills,WR,TB,2.38,,2.38,,2.38,UNPROVEN,44.0,1,Deep,,31.3,2025_only+starter_floor_soft+rel[UNPROVEN*0.92] [availability:0.50],,,,,,,,,,,,,162,,,UNKNOWN
439,Brycen Tremayne,WR,CAR,2.36,,2.36,,2.36,UNPROVEN,35.5,0,Deep,,26.8,2025_only+rel[UNPROVEN*0.92],,,,,,,,,,,,,163,,,UNKNOWN
441,Darius Cooper,WR,PHI,2.3,,2.3,,2.3,UNPROVEN,52.4,0,Deep,,24.8,2025_only+rel[UNPROVEN*0.92],,,,,,,,,,,,,164,,,UNKNOWN
442,Casey Washington,WR,CAR,2.28,,2.28,,2.28,UNPROVEN,35.5,0,Deep,,25.5,2025_only+rel[UNPROVEN*0.92],,,,,,,,,,,,,165,,,UNKNOWN
446,Jalen Reagor,WR,MIA,2.04,,2.04,,2.04,UNPROVEN,30.3,2,Deep,,27.7,2023_old*0.80+rel[UNPROVEN*0.92],,,,,,,,,,,,,166,,,UNKNOWN
447,Ben Skowronek,WR,PIT,2.13,,2.13,,2.13,UNPROVEN,31.6,1,Deep,,29.2,2025*0.50+2023*0.20+rel[UNPROVEN*0.92],,,,,,,,,,,,,167,,,UNKNOWN
448,KhaDarel Hodge,WR,SF,2.13,,2.13,,2.13,UNPROVEN,53.5,1,Deep,,32.7,2024*0.30+2023*0.20+no_2025*0.72+rel[UNPROVEN*0.92],,,,,,,,,,,,,168,,,UNKNOWN
449,Ashton Dulin,WR,IND,2.13,,2.13,,2.13,UNPROVEN,50.5,1,Deep,,29.3,2025*0.50+2024*0.30+rel[UNPROVEN*0.92],,,,,,,,,,,,,169,,,UNKNOWN
450,Laquon Treadwell,WR,IND,2.02,,2.02,,2.02,UNPROVEN,50.5,1,Deep,,31.2,2021_ancient*0.40+rel[UNPROVEN*0.92],,,,,,,,,,,,,170,,,UNKNOWN
452,Skyy Moore,WR,GB,1.91,,1.91,,1.91,EMERGING,36.9,2,Deep,,26.0,2025*0.50+2023*0.20+rel[EMERGING*1.03],,,,,,,,,,,,,171,,,UNKNOWN
453,Konata Mumpfield,WR,LAR,1.89,,1.89,,1.89,UNPROVEN,41.3,0,Deep,,23.9,2025_only+rel[UNPROVEN*0.92],,,,,,,,,,,,,172,,,UNKNOWN
454,Malik Turner,WR,SF,1.84,,1.84,,1.84,UNPROVEN,53.5,0,Deep,,30.6,2021_ancient*0.40+rel[UNPROVEN*0.92],,,,,,,,,,,,,173,,,UNKNOWN
455,Jalen Brooks,WR,ARI,1.93,,1.93,,1.93,UNPROVEN,39.1,1,Deep,,26.3,2024_only*0.85+rel[UNPROVEN*0.92],,,,,,,,,,,,,174,,,UNKNOWN
457,Odell Beckham,WR,NYG,1.83,,1.83,,1.83,UNPROVEN,47.7,2,Deep,,33.8,2024*0.30+2023*0.20+no_2025*0.72+rel[UNPROVEN*0.92],,,,,,,,,,,,,175,,,UNKNOWN
458,Jonathan Mingo,WR,DAL,1.77,,1.77,,1.77,UNPROVEN,44.8,1,Deep,,25.4,2024*0.30+2023*0.20+no_2025*0.72+rel[UNPROVEN*0.92],,,,,,,,,,,,,176,,,UNKNOWN
459,Derius Davis,WR,LAC,1.7,,1.7,,1.7,UNPROVEN,34.1,1,Deep,,26.0,2024*0.30+2023*0.20+no_2025*0.72+rel[UNPROVEN*0.92],,,,,,,,,,,,,177,,,UNKNOWN
460,Xavier Gipson,WR,NYG,1.7,,1.7,,1.7,UNPROVEN,47.7,1,Deep,,25.5,2024*0.30+2023*0.20+no_2025*0.72+rel[UNPROVEN*0.92],,,,,,,,,,,,,178,,,UNKNOWN
461,Dont'e Thornton Jr.,WR,LV,1.59,,1.59,,1.59,UNPROVEN,48.6,0,Deep,,23.8,2025_only+rel[UNPROVEN*0.92],,,,,,,,,,,,,179,,,UNKNOWN
462,Ray-Ray McCloud,WR,CHI,1.61,,1.61,,1.61,VOLATILE,38.4,5,Deep,,29.9,2024*0.30+2023*0.20+no_2025*0.72+rel[VOLATILE*0.88] [availability:0.50],,,,,,,,,,,,,180,,,UNKNOWN
463,Mason Tipton,WR,NO,1.47,,1.47,,1.47,UNPROVEN,39.9,0,Deep,,25.9,2024_only*0.85+rel[UNPROVEN*0.92],,,,,,,,,,,,,181,,,UNKNOWN
465,Phillip Dorsett,WR,LV,0.97,,0.97,,0.97,UNPROVEN,48.6,1,Deep,,33.7,2022_ancient*0.40+rel[UNPROVEN*0.92],,,,,,,,,,,,,182,,,UNKNOWN
466,Savion Williams,WR,GB,0.94,,0.94,,0.94,UNPROVEN,36.9,0,Deep,,24.8,2025_only+rel[UNPROVEN*0.92] [availability:0.50],,,,,,,,,,,,,183,,,UNKNOWN
469,Jamari Thrash,WR,CLE,0.9,,0.9,,0.9,UNPROVEN,33.4,0,Deep,,25.7,2025_only+rel[UNPROVEN*0.92] [availability:0.50],,,,,,,,,,,,,184,,,UNKNOWN
470,Jake Bobo,WR,SEA,0.87,,0.87,,0.87,UNPROVEN,49.6,2,Deep,,28.1,2024*0.30+2023*0.20+no_2025*0.72+rel[UNPROVEN*0.92] [availability:0.50],,,,,,,,,,,,,185,,,UNKNOWN
471,Xavier Weaver,WR,ARI,0.79,,0.79,,0.79,UNPROVEN,39.1,0,Deep,,25.9,2025_only+rel[UNPROVEN*0.92] [availability:0.50],,,,,,,,,,,,,186,,,UNKNOWN
472,K.J. Hill,WR,LAC,0.79,,0.79,,0.79,UNPROVEN,34.1,0,Deep,,,2020_ancient*0.40+rel[UNPROVEN*0.92],,,,,,,,,,,,,187,,,UNKNOWN
473,Arian Smith,WR,NYJ,0.76,,0.76,,0.76,UNPROVEN,30.9,0,Deep,,24.9,2025_only+rel[UNPROVEN*0.92],,,,,,,,,,,,,188,,,UNKNOWN
524,Danny Gray,WR,PHI,0.387,,0.387,,0.387,UNPROVEN,52.4,0,Deep,,27.4,rookie_baseline_depth+rel[UNPROVEN*0.92],,,,,,,,,,,,,189,,,UNKNOWN
525,Malik Cunningham,WR,DET,0.387,,0.387,,0.387,UNPROVEN,43.3,0,Deep,,27.9,rookie_baseline_depth+rel[UNPROVEN*0.92],,,,,,,,,,,,,190,,,UNKNOWN
526,Mike Woods,WR,DEN,0.387,,0.387,,0.387,UNPROVEN,51.4,0,Deep,,26.5,rookie_baseline_depth+rel[UNPROVEN*0.92],,,,,,,,,,,,,191,,,UNKNOWN
527,Jacob Cowing,WR,SF,0.387,,0.387,,0.387,UNPROVEN,53.5,0,Deep,,25.6,rookie_baseline_depth+rel[UNPROVEN*0.92],,,,,,,,,,,,,192,,,UNKNOWN
528,Erik Ezukanma,WR,PHI,0.387,,0.387,,0.387,UNPROVEN,52.4,0,Deep,,26.6,rookie_baseline_depth+rel[UNPROVEN*0.92],,,,,,,,,,,,,193,,,UNKNOWN
529,Ke'Shawn Williams,WR,CIN,0.387,,0.387,,0.387,UNPROVEN,46.2,0,Deep,,24.7,rookie_baseline_depth+rel[UNPROVEN*0.92],,,,,,,,,,,,,194,,,UNKNOWN
530,Dennis Houston,WR,TB,0.387,,0.387,,0.387,UNPROVEN,44.0,0,Deep,,27.4,rookie_baseline_depth+rel[UNPROVEN*0.92],,,,,,,,,,,,,195,,,UNKNOWN
531,Simi Fehoko,WR,ARI,0.387,,0.387,,0.387,UNPROVEN,39.1,0,Deep,,28.8,rookie_baseline_depth+rel[UNPROVEN*0.92],,,,,,,,,,,,,196,,,UNKNOWN
532,Kendric Pryor,WR,CIN,0.387,,0.387,,0.387,UNPROVEN,46.2,0,Deep,,28.7,rookie_baseline_depth+rel[UNPROVEN*0.92],,,,,,,,,,,,,197,,,UNKNOWN
533,Maurice Alexander,WR,CHI,0.387,,0.387,,0.387,UNPROVEN,38.4,0,Deep,,29.6,rookie_baseline_depth+rel[UNPROVEN*0.92],,,,,,,,,,,,,198,,,UNKNOWN
534,Chris Blair,WR,ATL,0.387,,0.387,,0.387,UNPROVEN,40.6,0,Deep,,28.9,rookie_baseline_depth+rel[UNPROVEN*0.92],,,,,,,,,,,,,199,,,UNKNOWN
535,Jha'Quan Jackson,WR,TB,0.387,,0.387,,0.387,UNPROVEN,44.0,0,Deep,,26.3,rookie_baseline_depth+rel[UNPROVEN*0.92],,,,,,,,,,,,,200,,,UNKNOWN
536,Anthony Gould,WR,IND,0.387,,0.387,,0.387,UNPROVEN,50.5,0,Deep,,25.4,rookie_baseline_depth+rel[UNPROVEN*0.92],,,,,,,,,,,,,201,,,UNKNOWN
537,Coleman Owen,WR,IND,0.1935,,0.1935,,0.1935,UNPROVEN,50.5,0,Deep,,25.4,rookie_baseline_depth+rel[UNPROVEN*0.92] [availability:0.50],,,,,,,,,,,,,202,,,UNKNOWN
538,D.J. Montgomery,WR,IND,0.1935,,0.1935,,0.1935,UNPROVEN,50.5,0,Deep,,29.8,rookie_baseline_depth+rel[UNPROVEN*0.92] [availability:0.50],,,,,,,,,,,,,203,,,UNKNOWN
539,Johnny Wilson,WR,PHI,0.1935,,0.1935,,0.1935,UNPROVEN,52.4,0,Deep,,25.4,rookie_baseline_depth+rel[UNPROVEN*0.92] [availability:0.50],,,,,,,,,,,,,204,,,UNKNOWN
